,text,embeddings,distances
122,09 August - Aman Sehrawat wins a bronze medal in Men's freestyle 57 kilograms at the 2024 Summer Olympics in Paris.,"[ 0.03021953  0.02089212  0.01620139 ...  0.00306411  0.04407556
 -0.02284839]",0.8804329043143615
123,09 August - 2024 Kolkata rape and murder: The rape and murder of a female 31 year old post-graduate trainee doctor at R. G. Kar Medical College and Hospital in Kolkata triggers outrage and protests across the country.,"[ 0.02127077  0.01920607  0.04409007 ...  0.03284173  0.0211955
 -0.04430515]",0.8499319870753098
124,"12 August - At least seven people are killed and 10 others are injured in a crowd crush believed to have been caused by a clash between a flower vendor and Hindu worshippers at the Baba Siddhnath Temple in Jehanabad District, Bihar.",[0.02154534 0.01311263 0.04922757 ... 0.01650117 0.0134548  0.00775389],0.9249756341371627
125,"21 August - At least 18 people are killed and 37 others are injured in an explosion at a pharmaceutical factory in Anakapalli district, Andhra Pradesh.","[ 0.02491556  0.03354805  0.01148611 ... -0.00116536  0.02407686
  0.02280858]",0.8486772932349675
126,23 August - At least 19 people are reported killed following days of flooding in Tripura.,"[ 0.06143994  0.06807875  0.0277923  ...  0.00360805  0.05669793
 -0.00387092]",0.9111603930018042
127,"23 August - During a meeting in Kyiv, Narendra Modi urges Ukrainian President Volodymyr Zelenskyy to end the Russo-Ukrainian War, and volunteers to act as a mediator in talks between Zelenskyy and Russia. In a later national address, Zelenskyy thanks Modi but states that it is necessary for India to respect international law as well as Ukraine's territorial integrity and sovereignty.","[-0.02655044  0.02891551  0.0269412  ...  0.02028816 -0.01860176
 -0.00414144]",0.854860012204302
128,29 August - At least 28 people are reported killed following days of flooding in Gujarat.,[0.02964524 0.08062162 0.05009458 ... 0.0140563  0.06911624 0.01324798],0.8893488076445621
129,"04 September - The 2024 Tripura Peace Accord is signed between the National Liberation Front of Tripura and the All Tripura Tiger Force on one side and the State Government of Tripura and the Government of India on the other, ending the 35-year old Insurgency in Tripura.","[ 0.01882263 -0.01790265  0.03381729 ...  0.02523079  0.0051868
 -0.01053221]",0.829591703158545
130,"07 September - 2023–2025 Manipur violence: At least five people are killed in clashes between the Kuki and Meitei communities in Jiribam District, Manipur.","[ 0.02046532  0.04788354  0.03363755 ...  0.01844537  0.02653582
 -0.02251717]",0.887754788712033
131,07 September - At least eight people are killed in a building collapse in Lucknow.,"[-0.00417136  0.04740814  0.05976612 ...  0.01783726  0.00135098
 -0.01076479]",0.8524605945351904
132,07 September - The UPSC dismisses and cancels the candidature of trainee IAS officer Puja Khedkar due to her fraulent methods of clearing the UPSC exam.,"[ 0.0163828   0.01209797  0.04214136 ... -0.00387557 -0.0130095
  0.00831542]",0.7741400765574086
133,10 September - A five-day curfew and internet blackout is imposed in Manipur due to interethnic violence.,"[ 0.00178652  0.06719201 -0.00151764 ...  0.01391518 -0.01185285
 -0.02807429]",0.8308744461431719
134,12 September - The Ministry of External Affairs says that about 45 Indian nationals have been discharged from the Russian army and efforts are under way to get a further 50 Indians released.,"[-0.02246287  0.02455007  0.04806218 ...  0.02339929 -0.01109041
  0.00100341]",0.7720332819953799
135,"13 September - Two soldiers are killed in clashes with separatists in Kishtwar, Jammu and Kashmir.","[ 0.01000343  0.00446718  0.03201478 ...  0.02464584 -0.00212263
 -0.00664827]",0.820356378692334
136,15 September - Arvind Kejriwal announces his resignation as Chief Minister of Delhi effective 17 September. He is succeeded by Atishi Marlena Singh.,"[ 0.03840622  0.02761723  0.03681581 ...  0.01876252 -0.0016119
 -0.02323286]",0.861834736927536
137,"17 September - The Supreme Court of India quashes criminal proceedings against 30 soldiers accused of orchestrating the 2021 Nagaland killings, citing the lack of government approval for prosecution.","[ 0.07803066  0.03486906  0.0198515  ...  0.0073672   0.01854694
 -0.0094909 ]",0.8258515927853212
138,18 September - 6 October – 2024 Jammu and Kashmir Legislative Assembly election: An alliance between the Congress party and the Jammu & Kashmir National Conference wins 48 of 90 seats in the state chamber.,"[ 0.02268198 -0.04162494  0.09899093 ... -0.00849025  0.0148631
 -0.0123842 ]",0.8423874784786325
139,19 September - Ernst & Young employee Anna Sebastian Perayil working at Pune dies due to work pressure in July 2024.,"[-0.01721101  0.021033    0.07331504 ... -0.01391784  0.04038337
  0.00498783]",0.8687305824846322
140,"19 September - Laboratory tests reveal the usage of beef and other animal fats with fish oil in the preparations of Tirupati laddu sweets offered at the Tirupati Temple in Andhra Pradesh, sparking political uproar in the state.","[ 0.01761794 -0.03994221  0.02882936 ...  0.04676763  0.00154003
  0.02006967]",0.795129203556596
141,20 September - At least 26 people are killed in West Bengal following a week of flooding blamed by state officials on dams being opened in neighbouring Jharkhand state.,"[ 0.03621743  0.05890915  0.07128645 ...  0.02271299  0.04074727
 -0.01216463]",0.8802392080595253
142,"24 September - The first case of clade 1b mpox in India is discovered in a 38-year-old patient in Malappuram District, Kerala who had recently travelled to the United Arab Emirates.","[ 0.02040007 -0.00030948  0.03464494 ...  0.0298307  -0.00642448
 -0.00966145]",0.8470083096647663
143,26 September - 2024 Jivitputrika tragedy: At least 46 people taking part in Jivitputrika festivities drown in rivers and bodies of water swollen by flooding across Bihar . Thirty-seven of the victims are children.,[0.01332335 0.05744224 0.02386655 ... 0.02912745 0.03498716 0.00554427],0.8553541894529767
144,"26 September - Up to 275 millimeters (11 inches) of rain falls across Mumbai, causing at least four deaths.",[0.04322896 0.06123341 0.06443217 ... 0.02346519 0.05725781 0.00514658],0.8490050912246138
145,"27 September - A Class 2 student is killed in a ""tantric sacrificial rite"" performed by the owners of his school in Hathras district, Uttar Pradesh for the ""prosperity"" of the institute.","[ 0.01007129  0.03407776  0.04779934 ...  0.00946186  0.01589542
 -0.01534253]",0.8425011879829554
146,"04 October - A truck collides with a tractor trolley in Bhadohi district, Uttar Pradesh, killing 10 and injuring three.","[-0.00546756  0.02915339  0.03456373 ...  0.02784242  0.01340099
  0.02074656]",0.8679898152745449
147,05 October - 2024 Abujhmarh clash: More than 36 Maoists are killed in an operation carried out by District Reserve Guards and Special Task Force in the Abujhmarh forest area in Chhattisgarh.,"[ 0.02504969  0.04017724  0.09926391 ...  0.00351099 -0.02704687
  0.00794621]",0.8845656297356554
148,"05 October - 2024 Haryana Legislative Assembly election: The BJP retains control of the state Legislative Assembly for a record third term, winning 48 of 90 seats.","[ 0.00104364  0.01025111  0.0647254  ... -0.02719325  0.02411109
 -0.01402579]",0.89832846280197
149,"06 October - At least 5 people are killed and many others are hospitalized due to dehydration caused in a crowd crush in the celebration of the 92nd anniversary of the Indian Air Force in Chennai, Tamil Nadu.","[ 0.05070506  0.05112373  0.05512431 ...  0.00288705 -0.00560547
 -0.01265301]",0.7990385916734039
150,"11 October - 2024 Tamil Nadu train collision: : A Mysuru Dharbhanga train collides with a freight train on a loop line in Chennai, injuring 19 people.","[-0.00193507  0.00392869  0.04244925 ... -0.00172756 -0.02464664
 -0.02943338]",0.8338256275030822
151,12 October - Former Maharashtra state minister Baba Siddique is shot dead in Mumbai.,"[ 0.0213789  -0.00610419  0.04047941 ... -0.00118666 -0.00798386
 -0.02098018]",0.829517495250637
152,14 October - India recalls its high commissioner to Canada Sanjay Kumar Verma in retaliation to Ottawa placing him and other Indian diplomats under investigation over the murder of Canadian national and Sikh separatist Hardeep Singh Nijjar in 2023. It also orders the expulsion of Canada's acting high commissioner Stewart Ross Wheeler and five other diplomats.,"[-0.02740965  0.0341431   0.06300413 ... -0.01544172  0.00100526
 -0.05648482]",0.7984842781501752
153,"18 October - A migrant worker from Bihar is found shot dead by suspected militants in Shopian District, Jammu and Kashmir.","[ 3.09885945e-02  1.92141384e-02  1.39317624e-02 ... -1.82715768e-03
 -6.39111386e-05 -2.62858672e-03]",0.820321825809055
154,"20 October - Seven workers on a tunnel project are killed in an attack by militants on their camp in Gagangir, Jammu and Kashmir.","[-0.00489643  0.04604192  0.04528517 ... -0.01301401  0.0201533
 -0.01090309]",0.8354898060917948
155,21 October - India announces an agreement with China regarding military patrols along the Line of Actual Control between their countries.,"[-0.00348064  0.04382862  0.07160794 ... -0.02223223 -0.01077079
 -0.01791295]",0.779789794042548
156,25 October - At least two people are killed after Cyclone Dana makes landfall in Odisha.,"[ 0.07164615  0.07747631  0.06028814 ...  0.03001451  0.01100712
 -0.01692905]",0.8399292645061156
157,"27 October - 2024 Mumbai stampede :A stampede occurs at the Bandra Terminus railway station in Mumbai, injuring nine people, two of them critically.","[-0.00577316  0.00654898  0.03863043 ...  0.01872666  0.01225259
 -0.0017389 ]",0.8428193041182253
158,28 October - The first private military aircraft manufacturing facility in India is inaugurated in Vadodara as part of a joint venture between Airbus and Tata Advanced Systems.,"[ 0.01026895  0.02088638  0.066099   ...  0.05562208  0.00026241
 -0.00092741]",0.7142747370541414
159,"28 October - At least 150 people are injured after an explosion caused by a fire at a fireworks storage facility near the Veerarkavu temple in Kasargod, Kerala.","[ 0.02969313  0.03324841  0.03959085 ...  0.00485833  0.02802523
 -0.01585609]",0.8458351976306635
160,"31 October - At least ten elephants die from suspected fungus poisoning from consuming contaminated millet in Bandhavgarh National Park, Madhya Pradesh.",[0.03771039 0.0207937  0.0539408  ... 0.0481855  0.00515929 0.02550147],0.9109440565362104
161,03 November - Nine people are injured in a grenade attack on a market in Srinagar.,"[ 0.00653746  0.02320167  0.05165351 ... -0.00563888  0.01061138
 -0.00687064]",0.8423199725705421
162,03 November - The India national cricket team are defeated for the first time at home in a test series by the New Zealand national cricket team.,"[ 0.00984263 -0.0033144   0.06249037 ...  0.01703569 -0.015181
  0.02190303]",0.8258793891759493
163,"04 November - 2024 Almora bus accident : A bus falls off a gorge in Marchula, Uttarakhand, killing 36 people and injuring 27 others.","[-0.02052068  0.00193339  0.03123033 ... -0.00689837  0.00842606
  0.00696181]",0.8347094971964475
164,06 November - The Jammu and Kashmir Legislative Assembly passes a resolution calling on the union government to restore semi-autonomous status for the region.,[0.02638792 0.01062819 0.04782685 ... 0.00861005 0.00496168 0.00287509],0.8483135452296302
165,11 November - Vistara ceases operations after nine years in operation following a merger agreement with Air India.,"[-0.02770004  0.03449439  0.05796974 ...  0.01623457  0.00958177
  0.00327196]",0.7567120674978653
166,"11 November - Ten members of the Hmar people are killed in disputed circumstances by paramilitary forces near Jiribam, Manipur.","[-0.00294302  0.05912372  0.03837571 ... -0.01143774 -0.01091094
 -0.01734404]",0.877803526064295
167,20 November - 2024 Jharkhand Legislative Assembly election: The Jharkhand Mukti Morcha-led alliance wins a majority in the Jharkhand Legislative Assembly.,"[ 0.01827309 -0.01976456  0.05570822 ... -0.01480614 -0.0113787
  0.00561527]",0.8622700336747212
168,13 November - The Supreme Court outlaws the government's practice of outright demolishing the homes of people accused of criminal offences.,"[ 0.05627719  0.02072385  0.0492133  ...  0.00521313 -0.01361319
 -0.04474575]",0.9214867955283552
169,15 November - At least ten infants are killed in a fire at the neonatal ward of a hospital in Jhansi.,[0.00257446 0.06486195 0.04636789 ... 0.01562925 0.01671324 0.0075381 ],0.8541664763677137
170,16 November - India successfully launches its first hypersonic missile at a test site in Abdul Kalam Island.,"[ 0.00745153  0.03450911  0.06229964 ...  0.00695272 -0.02026774
 -0.01237849]",0.5894943891433113
171,20 November - 2024 Maharashtra Legislative Assembly election: The BJP-led Maha Yuti alliance wins a landslide victory in the Maharashtra Legislative Assembly.,"[ 0.02344252 -0.02177387  0.05168751 ...  0.00916232  0.01302362
 -0.01121253]",0.8966036643725226
172,"22 November - An Indian Navy submarine collides with a fishing vessel off the coast of Goa, leaving two fishermen missing.","[-0.01573358  0.09255792  0.04589754 ...  0.04589754  0.03186976
 -0.001429  ]",0.743997908484785
173,"24 November - 2024 Sambhal violence: Four people are killed following clashes over a court-monitored survey on a mosque in Sambhal, Uttar Pradesh.","[ 0.00699609  0.04950101  0.05267144 ... -0.01237525  0.01888521
 -0.01352718]",0.8412368356132236
174,26 November - Thirteen-year old Vaibhav Suryavanshi becomes the youngest person to sign a contract to play in the Indian Premier League after joining the Rajasthan Royals for 11 million rupees.,"[-0.00604599  0.0303872   0.0544844  ... -0.00850776  0.03409613
  0.03225251]",0.8254476304902685
175,"30 November - Cyclone Fengal makes landfall in Tamil Nadu, killing three people.",[0.02520017 0.04442504 0.05330138 ... 0.03448785 0.03264764 0.02452903],0.8566913597821514
176,"01 December - At least one person is killed and three others are injured in the collapse of an under-construction tunnel of the Delhi–Mumbai Expressway in Kota, Rajasthan.","[-0.01407485  0.01287535  0.01233613 ... -0.01045985  0.00461642
 -0.00149937]",0.8677374114426575
177,03 December - The Bangladeshi consulate in Agartala is stormed by protesters demonstrating against the arrest of Hindu community leader Chinmoy Krishna Das in Chittagong.,"[ 0.03355806  0.04197793  0.07638607 ... -0.00038772 -0.00379502
 -0.04205889]",0.8738625701307141
178,04 December - A ban on the public consumption of beef comes into effect in Assam.,"[ 0.07410549 -0.01101226  0.03192059 ...  0.03488941  0.01394656
  0.02158725]",0.8869514303959565
179,"09 December - A bus ploughs through a crowd at a market in Mumbai, killing nine and injuring 29.",[0.01285849 0.02352612 0.01898061 ... 0.03261716 0.01830492 0.00158812],0.8663144306990938
180,09 December - The suicide of Atul Subhash in Bengaluru generates discussion over the effects of dowry laws on men.,[0.04484998 0.06638408 0.05492978 ... 0.0525371  0.01998141 0.00721622],0.8897488177848921
181,11 December - Sanjay Malhotra is inaugurated as governor of the Reserve Bank of India.,"[ 0.01843085 -0.03325272  0.03487989 ... -0.00292578  0.02244663
 -0.0154477 ]",0.7864947679146923
182,12 December - Eighteen-year old Gukesh Dommaraju of Chennai becomes the youngest person to win the World Chess Championship.,[0.04729468 0.00660199 0.05097553 ... 0.00461712 0.04528305 0.02844101],0.8665982608179345
183,14 December - Actor Allu Arjun is arrested overnight on charges involving the death of a woman at a stampede during a film event in Hyderabad.,"[ 0.01905123 -0.01055377 -0.00264348 ... -0.00327096  0.03189316
  0.0259258 ]",0.8920413930933556
184,18 December - A bill calling for the synchronisation of state and general elections fails to pass in the Lok Sabha.,"[ 0.08060289  0.04388768  0.06555818 ...  0.0180952  -0.02042406
  0.02753094]",0.8133185767530727
185,"18 December - 2024 Mumbai boat accident: An Indian Navy speedboat collides with a ferry traveling from Mumbai to Elephanta Island, killing 13 people.","[ 0.02025224  0.03578028  0.02972055 ...  0.01579714  0.05461725
 -0.00029869]",0.7704113002780083
186,"19 December - Five suspected militants are killed in an encounter with security forces in Kulgam district, Jammu and Kashmir.","[ 0.0194302   0.01648592  0.01049654 ... -0.00688174 -0.00738589
  0.00569193]",0.8711745167775861
187,23 December - The Delhi High Court denies anticipatory bail to trainee IAS officer Puja Khedkar on using fraulent methods to clear the UPSC exam.,"[ 0.03180205  0.03313807  0.047381   ... -0.01586524  0.0056751
  0.01094463]",0.8037641998942135
188,25 December - A female engineering student is sexually assaulted by two men inside the Anna University in Chennai.,"[ 0.05866082  0.00751711  0.02410474 ... -0.01739112 -0.01140958
  0.02425949]",0.826571780265982
